start;end;start_speed;end_speed;Wh;Ah;L/h;L/km;NOx;CO;HC;PM;CO2;battery_degradation
(43.374902, -5.83192, 200.0340875275433);(43.374072, -5.831206, 197.6640308853239);8.226168134198803;6.330131499957935;-7901.9370181966;-19.7548425454915;0.0;0.0;-0.002453196420872947;-0.009199486578273552;-0.0007972888367837078;-6.132991052182368e-05;0.0;1.0430771086485417e-07
(43.374072, -5.831206, 197.6640308853239);(43.373215, -5.831696, 193.291103541851);6.330131499957935;5.821038600065389;-10526.223420011169;-26.315558550027923;0.0;0.0;-0.0022887683328442726;-0.008582881248166023;-0.0007438497081743885;-5.7219208321106814e-05;0.0;1.0430771086485417e-07
(43.373215, -5.831696, 193.291103541851);(43.372237, -5.832093, 191.2335900804028);5.821038600065389;5.115532079678924;-3224.349939676459;-8.060874849191148;0.0;0.0;-0.0004122601555908713;-0.0015459755834657675;-0.00013398455056703318;-1.0306503889771782e-05;0.0;1.0430771086485417e-07
(43.372237, -5.832093, 191.2335900804028);(43.371313, -5.832499, 188.8267639623955);5.115532079678924;2.494151546319278;-8682.046053626635;-21.705115134066588;0.0;0.0;-0.0020975366372138807;-0.007865762389552052;-0.0006816994070945112;-5.2438415930347024e-05;0.0;1.0430771086485417e-07
(43.371313, -5.832499, 188.8267639623955);(43.370384, -5.832974, 187.2870852872729);2.494151546319278;2.834183308615714;-925.5843127425776;-2.313960781856444;0.0;0.0;-0.00011498266981622041;-0.0004311850118108265;-3.736936769027163e-05;-2.8745667454055106e-06;0.0;1.0430771086485417e-07
(43.370384, -5.832974, 187.2870852872729);(43.369715, -5.833893, 186.198224647902);2.834183308615714;6.033107295487798;183.99007609685262;0.45997519024213157;0.0;0.0;0.0005071681859903492;0.0019018806974638095;0.0001648296604468635;1.2679204649758731e-05;0.0;1.251637521920183e-07
(43.369715, -5.833893, 186.198224647902);(43.369672, -5.835176, 188.0612430749461);6.033107295487798;8.234585752805293;73.62342313130696;0.1840585578282674;0.0;0.0;0.005439907711037217;0.02039965391638956;0.0017679700060870955;0.0001359976927759304;0.0;5.008414185600904e-08
(43.369672, -5.835176, 188.0612430749461);(43.37011, -5.836339, 187.688880992122);8.234585752805293;2.894262039430254;-7883.353284326498;-19.708383210816248;0.0;0.0;-0.0020167051590515945;-0.007562644346443479;-0.0006554291766917682;-5.041762897628986e-05;0.0;5.008414336937032e-08
(43.37011, -5.836339, 187.688880992122);(43.370756, -5.837286, 187.8292515622452);2.894262039430254;5.13733000186677;576.5403925895705;1.4413509814739263;0.0;0.0;0.00020769654310537987;0.0007788620366451744;6.750137650924845e-05;5.192413577634496e-06;0.0;3.922058266940572e-07
(43.370756, -5.837286, 187.8292515622452);(43.370614, -5.83858, 190.4287019483745);5.13733000186677;8.428540741058947;98.13104556401571;0.24532761391003927;0.0;0.0;0.004916045403709351;0.018435170263910065;0.0015977147562055388;0.00012290113509273376;0.0;6.675608991173476e-08
(43.370614, -5.83858, 190.4287019483745);(43.370509, -5.83986, 191.2949843406677);8.428540741058947;6.422778814755175;67.4532405535394;0.16863310138384852;0.0;0.0;0.00014880243334383666;0.0005580091250393874;4.836079083674691e-05;3.720060833595916e-06;0.0;4.5886751738019406e-08
(43.370509, -5.83986, 191.2949843406677);(43.370326, -5.841228, 193.4012771965936);6.422778814755175;7.702448948628319;410.9239007631896;1.027309751907974;0.0;0.0;0.0007036303173544474;0.0026386136900791776;0.0002286798531401954;1.7590757933861183e-05;0.0;2.7954128275908374e-07
(43.370326, -5.841228, 193.4012771965936);(43.369979, -5.842397, 195.69436663948);7.702448948628319;7.155618917555;208.56184088389358;0.521404602209734;0.0;0.0;0.0012692205330862676;0.004759576999073503;0.000412496673253037;3.173051332715669e-05;0.0;1.4187946155288956e-07
(43.369979, -5.842397, 195.69436663948);(43.369358, -5.843453, 199.3086463715881);7.155618917555;7.024366435616819;79.71295251846453;0.19928238129616133;0.0;0.0;0.004775873880877514;0.01790952705329068;0.0015521590112851922;0.00011939684702193787;0.0;5.422675773914421e-08
(43.369358, -5.843453, 199.3086463715881);(43.36855, -5.844205, 199.5538401566446);7.024366435616819;2.222482187927969;386.40344664255775;0.9660086166063944;0.0;0.0;0.00011418038755832951;0.0004281764533437356;3.710862595645709e-05;2.8545096889582373e-06;0.0;2.6286077881181313e-07
(43.36855, -5.844205, 199.5538401566446);(43.367797, -5.844975, 201.5233473852277);2.222482187927969;8.73421228900381;79.72622509002686;0.19931556272506715;0.0;0.0;0.008478555068976547;0.03179458150866205;0.002755530397417378;0.0002119638767244137;0.0;5.4235807493749155e-08
(43.367797, -5.844975, 201.5233473852277);(43.367003, -5.845692, 201.928569143638);8.73421228900381;3.87444149156636;643.9925356864943;1.6099813392162359;0.0;0.0;0.00013413604042371237;0.0005030101515889213;4.359421313770652e-05;3.353401010592809e-06;0.0;4.3809250323301776e-07
(43.367003, -5.845692, 201.928569143638);(43.366163, -5.846305, 206.8596290331334);3.87444149156636;3.078894396326821;110.41781740188459;0.27604454350471147;0.0;0.0;0.004021651101750137;0.015081191631563016;0.0013070366080687947;0.00010054127754375344;0.0;7.511459468976985e-08
(43.366163, -5.846305, 206.8596290331334);(43.36522, -5.846315, 213.1325316820294);3.078894396326821;6.475105676161356;214.66148354212302;0.5366537088553076;0.0;0.0;0.0031375542553902986;0.01176582845771362;0.001019705133001847;7.843885638475747e-05;0.0;1.4602907861733644e-07
(43.36522, -5.846315, 213.1325316820294);(43.364556, -5.847186, 215.7611891226843);6.475105676161356;5.33590462382084;208.50393012364847;0.5212598253091212;0.0;0.0;0.0013063785659749693;0.004898919622406134;0.00042457303394186503;3.265946414937423e-05;0.0;1.418402669547921e-07
(43.364556, -5.847186, 215.7611891226843);(43.36364, -5.846833, 220.6685224007815);5.33590462382084;2.111071944831154;380.2635022481296;0.950658755620324;0.0;0.0;0.001146089059799711;0.004297833974248916;0.0003724789444349061;2.8652226494992774e-05;0.0;2.586842740680121e-07
(43.36364, -5.846833, 220.6685224007815);(43.362821, -5.847587, 225.5892891408876);2.111071944831154;6.184844556564695;226.94809014002482;0.5673702253500621;0.0;0.0;0.0025754494603006145;0.009657935476127304;0.0008370210745976997;6.438623650751536e-05;0.0;1.5438746574351587e-07
(43.362821, -5.847587, 225.5892891408876);(43.362327, -5.848724, 226.4954205891117);6.184844556564695;5.1736281431355;134.94296843210438;0.33735742108026096;0.0;0.0;0.0009332333048154605;0.003499624893057977;0.00030330082406502466;2.3330832620386512e-05;0.0;9.179855354138528e-08
(43.362327, -5.848724, 226.4954205891117);(43.363027, -5.849708, 226.5823750728741);5.1736281431355;4.056222917691262;300.50759830475135;0.7512689957618783;0.0;0.0;0.0002686101034360833;0.0010072878878853123;8.729828361672707e-05;6.715252585902083e-06;0.0;2.044283386233777e-07
(43.363027, -5.849708, 226.5823750728741);(43.362976, -5.850975, 231.3851359821856);4.056222917691262;7.352057258084138;104.27110694249191;0.2606777673562298;0.0;0.0;0.006109400719653672;0.02291025269870127;0.0019855552338874432;0.0001527350179913418;0.0;7.093322657572306e-08
(43.362976, -5.850975, 231.3851359821856);(43.362557, -5.852073, 236.1904163444415);7.352057258084138;5.526146041294073;134.9251700401306;0.3373129251003265;0.0;0.0;0.0030093377433829446;0.01128501653768604;0.000978034766599457;7.52334435845736e-05;0.0;9.178648637411395e-08
(43.362557, -5.852073, 236.1904163444415);(43.362014, -5.85321, 241.305016791448);5.526146041294073;9.593959987141313;190.1561488787361;0.47539037219684027;0.0;0.0;0.0033100123215991976;0.01241254620599699;0.0010757540045197391;8.275030803997992e-05;0.0;1.2935886531546241e-07
(43.362014, -5.85321, 241.305016791448);(43.36152, -5.854287, 244.6584088765085);9.593959987141313;7.049294425330149;343.46296265920006;0.8586574066480002;0.0;0.0;0.0009567666361753728;0.0035878748856576475;0.00031094915675699614;2.391916590438432e-05;0.0;2.336500172214073e-07
(43.36152, -5.854287, 244.6584088765085);(43.361301, -5.855495, 244.640794692561);7.049294425330149;8.51508148501291;67.43734900156238;0.16859337250390596;0.0;0.0;0.0030071764140427227;0.011276911552660212;0.000977332334563885;7.517941035106809e-05;0.0;4.587610024486821e-08
(43.361301, -5.855495, 244.640794692561);(43.361243, -5.8568, 242.2206462128088);8.51508148501291;5.467981491444083;-10267.005943970922;-25.667514859927305;0.0;0.0;-0.0029752985121583304;-0.011157369420593739;-0.0009669720164514575;-7.438246280395828e-05;0.0;4.587610151465545e-08
(43.361243, -5.8568, 242.2206462128088);(43.360963, -5.858006, 243.0166414724663);5.467981491444083;0.650141909377277;251.4573196411105;0.6286432991027763;0.0;0.0;0.00019745603978667302;0.0007404601492000237;6.417321293066873e-05;4.936400994666826e-06;0.0;1.7106073189656474e-07
(43.360963, -5.858006, 243.0166414724663);(43.360795, -5.8594, 243.7360972845927);0.650141909377277;9.365449340426684;141.0552095413222;0.3526380238533055;0.0;0.0;0.003620989931529092;0.013578712243234092;0.0011768217277469547;9.052474828822728e-05;0.0;9.595668899261038e-08
(43.360795, -5.8594, 243.7360972845927);(43.360611, -5.860669, 244.3741181120276);9.365449340426684;4.645952848669262;190.1441645940117;0.4753604114850292;0.0;0.0;8.376262398506848e-05;0.0003141098399440068;2.722285279514725e-05;2.094065599626712e-06;0.0;1.2935081817526378e-07
(43.360611, -5.860669, 244.3741181120276);(43.360465, -5.861938, 249.9308119295165);4.645952848669262;10.116353561723;76.69484373728713;0.19173710934321783;0.0;0.0;0.011894829488639368;0.04460561058239763;0.0038658195838077937;0.00029737073721598415;0.0;5.2173792058548923e-08
(43.360465, -5.861938, 249.9308119295165);(43.360196, -5.863198, 252.5100969234481);10.116353561723;8.533729470527597;64.35729935964228;0.1608932483991057;0.0;0.0;0.002812510378006851;0.010546913917525692;0.0009140658728522266;7.031275945017126e-05;0.0;4.3780838365468824e-08
(43.360196, -5.863198, 252.5100969234481);(43.359877, -5.864352, 257.459608130157);8.533729470527597;3.593101419872392;410.9541499137823;1.0273853747844557;0.0;0.0;0.0010316945592701303;0.0038688545972629888;0.00033530073176279236;2.579236398175326e-05;0.0;2.795629963059317e-07
(43.359877, -5.864352, 257.459608130157);(43.359477, -5.865541, 262.1100420411676);3.593101419872392;8.7996905971022;91.9945595105517;0.22998639877637925;0.0;0.0;0.008340346132145486;0.03127629799554557;0.002710612492947283;0.00020850865330363714;0.0;6.258187610029608e-08
(43.359477, -5.865541, 262.1100420411676);(43.359134, -5.866682, 265.2617317400873);8.7996905971022;9.998362556942055;67.46623748143514;0.16866559370358786;0.0;0.0;0.0065377722082287405;0.024516645780857774;0.0021247759676743406;0.0001634443052057185;0.0;4.5895801176243365e-08
(43.359134, -5.866682, 265.2617317400873);(43.358815, -5.867846, 269.0085004521534);9.998362556942055;9.768617956183224;61.32873366673509;0.15332183416683773;0.0;0.0;0.006251601762536099;0.023443506609510372;0.002031770572824232;0.00015629004406340249;0.0;4.172059424343881e-08
(43.358815, -5.867846, 269.0085004521534);(43.358404, -5.869024, 277.38280101493);9.768617956183224;8.759425280331278;190.1219924608894;0.4753049811522235;0.0;0.0;0.003912520492062775;0.014671951845235407;0.001271569159920402;9.781301230156938e-05;0.0;1.293358371993255e-07
(43.358404, -5.869024, 277.38280101493);(43.35805, -5.870171, 283.3475162182003);8.759425280331278;10.58619114004613;55.190799935661566;0.1379769998391539;0.0;0.0;0.013507343861410245;0.050652539480288424;0.00438988675495833;0.00033768359653525617;0.0;3.754510006610682e-08
(43.35805, -5.870171, 283.3475162182003);(43.357288, -5.870871, 289.9601530032232);10.58619114004613;6.703993868364713;239.19695183436076;0.5979923795859019;0.0;0.0;0.0022724576438743712;0.008521716164528891;0.0007385487342591706;5.6811441096859276e-05;0.0;1.627204941506477e-07
(43.357288, -5.870871, 289.9601530032232);(43.356918, -5.872026, 293.4871733561158);6.703993868364713;9.0110646201277;67.48279730478922;0.16870699326197303;0.0;0.0;0.008202706694731575;0.030760150105243404;0.0026658796757877616;0.00020506766736828937;0.0;4.5907089571907515e-08
(43.356918, -5.872026, 293.4871733561158);(43.356562, -5.873182, 297.191972380504);9.0110646201277;3.800369724303969;110.39671859740932;0.2759917964935233;0.0;0.0;0.0013295071633726012;0.004985651862647254;0.0004320898280960954;3.3237679084315026e-05;0.0;7.510050823128722e-08
(43.356562, -5.873182, 297.191972380504);(43.355661, -5.873228, 307.1184452353045);3.800369724303969;7.692813096614943;202.41386772791546;0.5060346693197887;0.0;0.0;0.004801336366034748;0.018005011372630303;0.0015604343189612928;0.00012003340915086868;0.0;1.3769780657559256e-07
(43.355661, -5.873228, 307.1184452353045);(43.354768, -5.872662, 317.7619597082958);7.692813096614943;4.459985768479241;134.9409387588501;0.3373523468971253;0.0;0.0;0.006010876146169669;0.02254078554813626;0.0019535347475051422;0.0001502719036542417;0.0;9.179743622766523e-08
