consumption_Wh,NOx_g,CO_g,HC_g,PM_g,CO2_g,battery_degradation_%,total_cost
307408.82554924703,159.28461973777672,597.3173240166633,51.76750141477748,3.98211549344442,0.0,0.0003612525190279504,550991.32
