consumption_Wh,NOx_g,CO_g,HC_g,PM_g,CO2_g,battery_degradation_%,bus_cost,consumption_cost,availability_time_s,unavailability_time_s,n_buses,total_time_below_min_soc_s
<<<<<<< HEAD
272918.4272501931,0.0,0.0,0.0,0.0,0.0,0.0003202942341838016,504880.0,40937.76,25609.89775201259,4547.369076065937,2,0.22290968894958496
=======
272918.42725010973,0.0,0.0,0.0,0.0,0.0,0.0003202942341837137,504880.0,40937.76,25609.89775194412,4547.369076064267,2,0.15865540504455566
>>>>>>> e135dc7819f6a8e7ff2b60c52ee5c615c9abec06
