Fecha(GMT),Fecha(Local),Hora(seg),Latitud,Longitud,Precisión horizontal(m),Altitud(m),Precisión vertical(m),Distancia(m),Velocidad(m/s),Velocidad media(m/s),Rumbo(deg),Rumbo real(deg),Rumbo magnético(deg),Precisión de rumbo(deg),Índice de planeo,Frecuencia cardiaca (bpm)
2024-07-18 18:37:51.99,2024-07-18 20:37:51.99,470.010370016098,43.383771,-5.820446,5.225880549990447,167.0662357714027,2.55239289883442,2640.958394654143,6.129337585040904,2.210076595057313,111.96630859375,115.3716049194336,115.6728057861328,10,-193.9321141541083,0
2024-07-18 18:37:53.99,2024-07-18 20:37:53.99,472.0102770328522,43.383726,-5.820272,5.181177213321842,167.3938010260463,2.641957553963226,2655.94237752301,7.339690297419343,4.656028238239878,107.7608947753906,108.5806579589844,108.8818588256836,10,-604.8308631085196,0
2024-07-18 18:37:55.99,2024-07-18 20:37:55.99,474.0144100189209,43.383682,-5.820098,5.17064289383016,167.6946302223951,2.662515558127784,2670.815106956868,7.049470718678863,7.370631704423372,100.1564331054688,108.5806579589844,108.8818588256836,10,544.5292611450355,0
2024-07-18 18:37:57.99,2024-07-18 20:37:57.99,476.0143510103226,43.383671,-5.819925,5.122366175894089,167.5900412211195,2.754251584885629,2684.927080575654,5.956189176272491,7.232944279784981,96.24907684326172,108.5806579589844,108.8818588256836,10,244.2144292054509,0
2024-07-18 18:37:59.99,2024-07-18 20:37:59.99,478.0144040584564,43.383674,-5.819801,5.107753838014921,167.6343187317252,2.781256507953317,2694.949795360952,4.255473382765282,6.362372269734193,91.90252685546875,108.5806579589844,108.8818588256836,10,412.2870963189638,0
2024-07-18 18:38:03.99,2024-07-18 20:38:03.99,482.0143330097198,43.383685,-5.819663,5.089862560727982,167.1036640899256,2.813864983557033,2706.231230644041,1.289792017331969,3.73065963749058,88.11836242675781,108.5806579589844,108.8818588256836,10,167.4329053067302,0
2024-07-18 18:38:08.99,2024-07-18 20:38:08.99,487.0100510120392,43.383615,-5.819496,5.100151898285407,166.3400489278138,2.795172203497414,2721.787387876055,4.423942900922246,2.001017124303451,141.2311120946395,108.5806579589844,108.8818588256836,10,-139.8690756601354,0
2024-07-18 18:38:11.99,2024-07-18 20:38:11.99,490.0100890398026,43.383515,-5.819456,5.111597785418881,167.1376055413857,2.774185486388686,2733.361064251515,2.887017899354409,2.001017124303451,171.6854248046875,108.5806579589844,108.8818588256836,10,-60.64095524191031,0
2024-07-18 18:38:15.99,2024-07-18 20:38:15.99,494.0092090368271,43.383410,-5.819427,5.060615325162702,166.4737932970747,2.866131463055603,2745.322018976582,4.914701375950791,4.025586353011738,171.6854248046875,108.5806579589844,108.8818588256836,10,-44.72462860039208,0
2024-07-18 18:38:17.99,2024-07-18 20:38:17.99,496.0093520879745,43.383303,-5.819397,5.097131721556625,166.6594641190022,2.800675855198175,2757.428128116715,6.960288178097263,4.623641171564618,171.6854248046875,108.5806579589844,108.8818588256836,10,-53.51691323805404,0
2024-07-18 18:38:19.99,2024-07-18 20:38:19.99,498.0105540752411,43.383178,-5.819359,5.113542762900903,167.1659710789099,2.77059875203405,2771.687843141626,7.376269709773368,6.571210393175512,169.6360778808594,108.5806579589844,108.8818588256836,10,-131.7215069667738,0
2024-07-18 18:38:21.99,2024-07-18 20:38:21.99,500.0093801021576,43.383055,-5.819328,5.148941679235435,167.460898549296,2.704244185834742,2785.507119605034,6.413335305240596,7.266046965678525,169.4027404785156,108.5806579589844,108.8818588256836,10,289.9227128938095,0
2024-07-18 18:38:24.99,2024-07-18 20:38:24.99,503.0119770765305,43.382941,-5.819292,5.243623772266754,167.4039720017463,2.515739805247716,2798.540489690739,3.6674259269261,4.519688348101431,169.4027404785156,108.5806579589844,108.8818588256836,10,67.81169511891325,0
2024-07-18 18:38:40.99,2024-07-18 20:38:40.99,519.0092070102692,43.382863,-5.819231,5.316676598930873,167.5099498471245,2.357432284323279,2808.565724561467,0.08873222987030256,0.02971451864220895,169.4027404785156,108.5806579589844,108.8818588256836,10,366.9974594360415,0
2024-07-18 18:38:51.99,2024-07-18 20:38:51.99,530.0089970827103,43.382757,-5.819205,5.257576285729193,168.0210391813889,2.48644900058836,2820.524489501855,3.331906836134579,0.4806883803043611,169.4027404785156,108.5806579589844,108.8818588256836,10,55.53041445487874,0
2024-07-18 18:38:55.99,2024-07-18 20:38:55.99,534.0109020471573,43.382644,-5.819182,5.25826512757538,168.1421691132709,2.484991927736085,2833.152489432067,2.207992274014735,2.364396562794451,169.9306793212891,108.5806579589844,108.8818588256836,10,41.76195104621577,0
2024-07-18 18:39:01.99,2024-07-18 20:39:01.99,540.0137450695038,43.382555,-5.819199,5.218022022009907,167.7023897003382,2.568420372643169,2843.194426104231,0.08322380423816367,2.556698825481788,169.9306793212891,108.5806579589844,108.8818588256836,10,91.60984640417392,0
2024-07-18 18:39:09.99,2024-07-18 20:39:09.99,548.0088310241699,43.382428,-5.819187,5.238334747775473,167.2806158326566,2.52673427630151,2857.26792815779,4.603829759520756,0.8625912477748728,169.9306793212891,108.5806579589844,108.8818588256836,10,-33.69859651274823,0
2024-07-18 18:39:11.99,2024-07-18 20:39:11.99,550.0088250637054,43.382316,-5.819153,5.223044180289564,167.8361818837002,2.558192041957004,2870.024280947542,6.698183245773811,0.8625912477748728,169.6598358154297,108.5806579589844,108.8818588256836,10,-47.52380704743859,0
2024-07-18 18:39:13.99,2024-07-18 20:39:13.99,552.0118080377579,43.382191,-5.819113,5.235048586477118,168.1958577539772,2.533535736873029,2884.326698956525,7.95367408643019,5.509058730687218,168.7079162597656,108.5806579589844,108.8818588256836,10,-94.83061176179169,0
2024-07-18 18:39:15.99,2024-07-18 20:39:15.99,554.0088900327682,43.382038,-5.819072,5.253928834362111,169.767480163835,2.494146915529882,2901.580462385527,8.737782781742469,7.896168496618236,169.957763671875,108.5806579589844,108.8818588256836,10,-3265.718799155409,0
2024-07-18 18:39:17.99,2024-07-18 20:39:17.99,556.0121270418167,43.381885,-5.819018,5.298221619012149,172.1622614860535,2.398621418361206,2919.158323251069,8.868727520620762,8.676090915220504,171.2897186279297,108.5806579589844,108.8818588256836,10,37.93585108941294,0
2024-07-18 18:39:19.99,2024-07-18 20:39:19.99,558.0106400251389,43.381739,-5.818988,5.362356818683032,174.1634650779888,2.251591966123621,2935.545860861085,8.155463465285296,8.757832898483715,171.2897186279297,108.5806579589844,108.8818588256836,10,20.03299195990175,0
2024-07-18 18:39:21.99,2024-07-18 20:39:21.99,560.0114350318909,43.381596,-5.819000,5.397221022566641,176.6840936066583,2.166689240835784,2951.5604598872,7.964139492245788,8.097596145633794,187.8363737744302,108.5806579589844,108.8818588256836,10,15.51444379137877,0
2024-07-18 18:39:23.99,2024-07-18 20:39:23.99,562.0089310407639,43.381474,-5.819031,5.389744263715182,178.2745262859389,2.185221683156684,2965.262971935485,7.359292403294335,7.778374385102246,196.0906510870626,108.5806579589844,108.8818588256836,10,12.27023547146188,0
