start;end;start_time;end_time;start_speed;end_speed;Wh;Ah;NOx;CO;HC;PM;CO2;battery_degradation
(43.391264, -5.801079, 173.2862721503871);(43.391468, -5.801223, 174.6766786202788);0;8.0498425674159;0;6.333333333333334;82.27048652822819;0.20567621632057048;0.0;0.0;0.004443537429687411;0.01666326536132779;0.0014441496646484086;0.00011108843574218527;0.0;2.279540205405679e-05
(43.391468, -5.801223, 174.6766786202788);(43.391768, -5.801411, 174.9100775970146);8.0498425674159;13.046987861056927;6.333333333333334;8.333333333333334;177.84847647635803;0.44462119119089505;0.0;0.0;0.01547391961032963;0.0580271985387361;0.0050290238733571285;0.0003868479902582407;0.0;2.279540205405679e-05
(43.391768, -5.801411, 174.9100775970146);(43.392097, -5.801549, 175.4675523051992);13.046987861056927;17.63384913289616;8.333333333333334;8.333333333333334;172.62756444770753;0.4315689111192688;0.0;0.0;0.016363142104198734;0.06136178289074524;0.005318021183864588;0.00040907855260496824;0.0;2.279540205405679e-05
(43.392097, -5.801549, 175.4675523051992);(43.39219, -5.801838, 174.6787773203105);17.63384913289616;20.70504241152076;8.333333333333334;8.333333333333334;35.60361553234876;0.08900903883087191;0.0;0.0;0.005040331700349416;0.018901243876310307;0.00163810780261356;0.0001260082925087354;0.0;2.279540205405679e-05
(43.39219, -5.801838, 174.6787773203105);(43.392091, -5.802117, 174.6218505902216);20.70504241152076;23.72167635415015;8.333333333333334;8.333333333333334;61.95485655144459;0.15488714137861148;0.0;0.0;0.008929454042184176;0.03348545265819066;0.0029020725637098573;0.0002232363510546044;0.0;2.279540205405679e-05
(43.392091, -5.802117, 174.6218505902216);(43.392029, -5.802437, 174.8956168377772);23.72167635415015;26.94080017105565;8.333333333333334;8.333333333333334;75.86392929564454;0.18965982323911135;0.0;0.0;0.01024636483748868;0.03842386814058255;0.003330068572183821;0.000256159120937217;0.0;2.279540205405679e-05
(43.392029, -5.802437, 174.8956168377772);(43.391929, -5.802772, 175.2724560108036);26.94080017105565;30.460132165700607;8.333333333333334;8.333333333333334;80.53159184557663;0.20132897961394158;0.0;0.0;0.009948972031712406;0.03730864511892152;0.0032334159103065314;0.0002487243007928101;0.0;2.279540205405679e-05
(43.391929, -5.802772, 175.2724560108036);(43.391746, -5.80312, 175.396753099747);30.460132165700607;34.63147116150711;8.333333333333334;8.333333333333334;72.94787470483956;0.18236968676209891;0.0;0.0;0.007603425973016981;0.02851284739881368;0.0024711134412305187;0.00019008564932542453;0.0;2.279540205405679e-05
(43.391746, -5.80312, 175.396753099747);(43.391587, -5.803391, 173.9241051021963);34.63147116150711;38.01314838048431;8.333333333333334;8.333333333333334;-24.364712869761995;-0.06091178217440499;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.280715503405762e-05
(43.391587, -5.803391, 173.9241051021963);(43.391521, -5.803765, 173.1439117807895);38.01314838048431;41.2198774771775;8.333333333333334;11.11111111111111;12.063856087024432;0.030159640217561078;0.0;0.0;0.0016356713218632227;0.006133767456987085;0.0005315931796055474;4.089178304658057e-05;0.0;2.281489306305418e-05
