Latitud,Longitud,Altitud,Limite,simulated_speed,cumulative_time
43.375459974311056,-5.82307718237339,206.5098355449736,0,15.0,1637.2884223075635
43.37522,-5.823436,204.3890836117789,30,15.0,1687.2884223075635
43.375058,-5.823656,203.4406726900488,30,30.0,1688.1328986706815
43.374812,-5.823962,201.7193941622972,30,30.0,1689.363059866155
43.374576,-5.824261,200.2681555757299,30,30.0,1690.5531399522881
43.374323,-5.824484,198.6566532161087,30,30.0,1691.6670440474602
43.374046,-5.824638,195.9348754044622,30,30.0,1692.7740189313195
43.373738,-5.824704,192.3287433544174,30,30.0,1693.928497231587
43.373512,-5.824801,189.8955223215744,30,30.0,1694.8055144754996
43.373248,-5.825041,189.1621631346643,30,30.0,1695.978644566536
43.373169,-5.825429,190.1754922568798,30,30.0,1697.066899282157
43.37318851818499,-5.825653155740056,193.5572186363861,0,15.0,1747.066899282157
43.373213,-5.826183,194.7634818609804,30,15.0,1797.066899282157
43.373235,-5.826522,195.9844307433814,30,30.0,1797.9863325709925
43.373254,-5.826908,197.5276054805145,30,30.0,1799.0314914372125
43.373299,-5.827349,197.656341294758,30,30.0,1800.2344612921243
43.373329,-5.827721,197.5817253151909,30,30.0,1801.2455489333129
43.373371,-5.828091,197.5897853467613,30,30.0,1802.2571397510028
43.373416,-5.828529,197.0806181784719,30,30.0,1803.4520814631803
43.373505,-5.828951,196.3552618445829,30,30.0,1804.6388087019377
43.373683,-5.829165,197.4897104064003,30,30.0,1805.515599203772
43.373673,-5.829474,198.2486729379743,50,40.0,1838.8489325371052
43.373708,-5.82984,198.6924229077995,50,50.0,1839.4472582824433
43.37383,-5.830239,199.5300898011774,50,50.0,1840.1485126920309
43.373966,-5.83054,199.9183927252889,50,50.0,1840.7224085071446
43.374259,-5.830544,200.4880934683606,50,50.0,1841.3734869579137
43.374418,-5.830218,202.8396635046229,30,40.0,1874.706820291247
43.374509,-5.829926,204.438752877526,30,30.0,1875.5646210199814
43.374698,-5.829718,205.0144874127582,30,30.0,1876.4621947309888
43.374977,-5.829991,205.2248585550115,30,30.0,1877.7316299808303
43.37520543616351,-5.830179383387032,204.3558369250968,0,15.0,1927.7316299808303
43.375483,-5.830318,203.1533936709166,30,15.0,1977.7316299808303
43.375574,-5.83064,202.2372013377026,30,30.0,1978.664487705618
43.375811,-5.830949,200.1670131422579,30,30.0,1979.8757375339994
43.375762,-5.831318,197.4243416171521,30,30.0,1980.8889400450769
43.375836,-5.831714,194.0268001630902,30,30.0,1981.9932424248952
43.37603,-5.831943,191.564640388824,30,30.0,1982.9413239167552
43.375932,-5.832318,191.1496726525947,30,30.0,1984.017398383147
43.375693,-5.832142,191.8962931875139,30,30.0,1985.0221111097246
43.375447,-5.832115,194.6180672887713,30,30.0,1985.9360467150334
43.37517,-5.832088,197.3994903685525,50,40.0,2019.2693800483667
43.374902,-5.83192,200.0340875275433,50,50.0,2019.9241823361424
43.374649,-5.831888,200.7142838640139,50,50.0,2020.4887362569807
43.374512,-5.831606,199.8265958735719,50,50.0,2021.0379147128692
43.374296,-5.831376,198.5924009410664,30,40.0,2054.3712480462027
43.374072,-5.831206,197.6640308853239,30,30.0,2055.319435886819
43.373731,-5.831386,194.8707477869466,30,30.0,2056.6726596210656
43.373505,-5.83143,193.1155343381688,50,40.0,2090.005992954399
43.373286,-5.831571,193.3205420728773,50,50.0,2090.543609390076
43.373025,-5.831681,193.1859009461477,50,50.0,2091.150341568762
43.372751,-5.831785,191.9783073095605,50,50.0,2091.7820768198817
43.372456,-5.831932,191.5818977896124,30,40.0,2125.115410153215
43.372237,-5.832093,191.2335900804028,30,30.0,2126.035710330766
43.371926,-5.83225,190.0066037187353,30,30.0,2127.263064340167
43.371674,-5.832278,188.7828553766012,30,30.0,2128.1993648890157
43.371413,-5.832452,188.7756261769682,30,30.0,2129.27418141232
43.371111,-5.832566,189.2309454549104,30,30.0,2130.434218804744
43.370906,-5.832703,188.6251385547221,30,30.0,2131.278818957373
43.370722,-5.832906,188.1653859419748,30,30.0,2132.1535190951618
43.370494,-5.832919,187.4563216241077,30,30.0,2132.9986089166428
43.370195674344494,-5.832994361796707,185.7257969388738,0,15.0,2182.9986089166428
43.369882,-5.833277,186.3084280453622,30,15.0,2232.9986089166428
43.369755,-5.833542,186.0880654817447,30,30.0,2233.855218068944
43.369715,-5.833893,186.198224647902,30,30.0,2234.815007393974
43.369713,-5.834315,187.3293309854344,30,30.0,2235.955140025331
43.369705,-5.834697,187.6917606573552,30,30.0,2236.987606676085
43.369672,-5.835176,188.0612430749461,30,30.0,2238.2874691924453
43.36956,-5.835565,188.3011011490598,30,30.0,2239.4173111473565
43.369665,-5.835925,188.0262837782502,30,30.0,2240.4647684358742
43.369913,-5.836188,187.4839030914009,30,30.0,2241.625963861234
43.37011,-5.836339,187.688880992122,30,30.0,2242.461832812105
43.37038461356039,-5.836430386215015,188.223128519021,0,15.0,2292.461832812105
43.370579,-5.836316,189.187791062519,30,15.0,2342.461832812105
43.37074,-5.836589,188.2010134141892,30,30.0,2343.4102385232645
43.370755,-5.836985,188.1456040246412,30,30.0,2344.4815264732765
43.370804,-5.837418,188.2429276350886,30,30.0,2345.665323888198
43.370735,-5.837866,189.6536457147449,30,30.0,2346.902335307035
43.370644,-5.838341,190.3229339802638,30,30.0,2348.229125049902
43.370597,-5.838711,190.5272214803845,30,30.0,2349.243772083996
43.370564,-5.839176,190.6460798233747,30,30.0,2350.5059653026683
43.370527,-5.839679,191.1775635369122,30,30.0,2351.871782015728
43.370492,-5.839984,191.6319938581437,30,30.0,2352.7059155149013
43.37048878247034,-5.840351266600083,191.4583998527378,0,15.0,2402.7059155149013
43.370412,-5.840815,192.3128602476791,30,15.0,2452.7059155149013
43.370326,-5.841228,193.4012771965936,30,30.0,2453.866261122805
43.370216,-5.841603,194.8216352015734,30,30.0,2454.958213675626
43.370135,-5.841974,193.4645069055259,30,30.0,2456.0044535928237
43.37008225320871,-5.842165110418014,194.9109627865255,0,15.0,2506.0044535928237
43.369912,-5.842561,196.7718031192198,30,15.0,2556.0044535928237
43.369719,-5.842929,198.6282907947898,30,30.0,2557.2289222393406
43.369572,-5.843169,199.3674907907844,30,30.0,2558.075555294901
43.369358,-5.843453,199.3086463715881,30,30.0,2559.178639733308
43.369138,-5.843684,198.7424810566008,30,30.0,2560.2049346440003
43.368952,-5.843863,200.5381246488541,30,30.0,2561.0465681932355
43.3688244768568,-5.844015937001597,200.6037318166345,0,15.0,2611.0465681932355
43.368452,-5.844301,199.7338861636817,30,15.0,2661.0465681932355
43.368196,-5.84457,200.6601441260427,50,40.0,2694.379901526569
43.367931,-5.844845,201.2451272085309,50,50.0,2695.1184461529374
43.367666,-5.845072,201.6842633336782,50,50.0,2695.812801723612
43.367469,-5.845255,201.1927936282009,50,50.0,2696.34158787877
43.367268,-5.845456,201.2720259251073,50,50.0,2696.894434442188
43.367003,-5.845692,201.928569143638,50,50.0,2697.5966330863716
43.366814,-5.845869,203.0119795249775,30,40.0,2730.929966419705
43.366566,-5.846085,203.4450326515362,30,30.0,2732.0181231268493
43.366283,-5.846278,205.803621689789,30,30.0,2733.1887233445987
43.36603161023792,-5.846328445655765,207.8322619842365,0,15.0,2783.1887233445987
43.365719,-5.846301,210.2822399493307,30,15.0,2833.1887233445987
43.365489,-5.846262,211.441519068554,30,30.0,2834.046982073432
43.36522,-5.846315,213.1325316820294,30,30.0,2835.0534170106416
43.365036,-5.846571,214.4792048847303,30,30.0,2836.024368517372
43.364808,-5.846866,212.6821167990565,30,30.0,2837.185507374727
43.364654933802086,-5.847068425424542,215.1030042562634,0,15.0,2887.185507374727
43.364454,-5.847294,216.0360453631729,30,15.0,2937.185507374727
43.364181,-5.847487,217.332142945379,30,30.0,2938.323079128204
43.363926,-5.847476,218.6007349602878,30,30.0,2939.2678952925653
43.363927,-5.847166,218.204096859321,30,30.0,2940.1055036236367
43.363731,-5.846848,219.7358025657013,30,30.0,2941.230277066355
43.363459,-5.846926,221.3649143073708,30,30.0,2942.259393175695
43.363257,-5.847062,222.6561918305233,30,30.0,2943.0928460406813
43.362911,-5.847185,224.7454068437219,30,30.0,2944.4165954648665
43.362821,-5.847587,225.5892891408876,30,30.0,2945.55277890274
43.362663,-5.847977,225.4092950336635,30,30.0,2946.7581066075313
43.362514,-5.848228,225.9302707761526,30,30.0,2947.632426256816
43.362306,-5.848538,226.6264486452565,30,30.0,2948.770388751947
43.362414,-5.848838,226.4438818069175,30,30.0,2949.6742927537894
43.362604,-5.84909,226.6774514988065,30,30.0,2950.6534393062916
43.362827,-5.849403,226.6688586762175,30,30.0,2951.8354976146215
43.36290539527411,-5.849612070966416,226.5823750728741,0,15.0,3001.8354976146215
43.3632,-5.849952,226.5599283091724,30,15.0,3051.8354976146215
43.363302,-5.850259,226.9375431565568,30,30.0,3052.7469597146437
43.363163,-5.850598,229.0576404780149,30,30.0,3053.7976620799473
43.362976,-5.850975,231.3851359821856,30,30.0,3055.029418120751
43.362845,-5.851249,232.4545096494257,30,30.0,3055.914553279712
43.362716,-5.851638,233.7791410256177,30,30.0,3057.069100523258
43.362611,-5.851929,235.4049780871719,30,30.0,3057.9462775383595
43.36236424073428,-5.852472723118162,237.0555538479239,0,15.0,3107.9462775383595
43.362236,-5.85271,239.152516502887,30,15.0,3157.9462775383595
43.362115,-5.852991,239.936214780435,30,30.0,3158.8279126511297
43.361973,-5.85332,242.1034853542224,30,30.0,3159.860772497375
43.361885,-5.853651,242.1293680854142,30,30.0,3160.812667457859
43.361628,-5.853949,242.8553336039186,30,30.0,3162.059340376665
43.36152,-5.854287,244.6584088765085,30,30.0,3163.0563686333417
43.3614,-5.854682,245.1486098999158,30,30.0,3164.2124987375337
43.361335,-5.855131,244.9420181559399,30,30.0,3165.449368826673
43.361301,-5.855495,244.640794692561,30,30.0,3166.4409425548683
43.361262,-5.855842,243.9194572400302,30,30.0,3167.38961381194
43.361226,-5.856194,243.1067018918693,30,30.0,3168.350035487623
43.36119,-5.856503,242.4301307247952,30,30.0,3169.1955480065185
43.361303,-5.856905,242.2513870168477,30,30.0,3170.359596580346
43.361297,-5.857224,242.3532238816842,30,30.0,3171.221837683285
43.361069,-5.85749,242.8611417878419,30,30.0,3172.330683341128
43.360968,-5.857871,242.868025447242,30,30.0,3173.4260124513175
43.36096519767595,-5.858086095875224,243.0099597806111,0,15.0,3223.4260124513175
43.36088,-5.858778,243.1325131170452,30,15.0,3273.4260124513175
43.360825,-5.859161,243.4581402922049,30,30.0,3274.480759689404
43.360765,-5.85962,244.3066737186164,50,40.0,3307.8140930227373
43.360706,-5.859981,245.251243961975,50,50.0,3308.413865968825
43.360649,-5.860414,244.5312581239268,50,50.0,3309.1272002224973
43.360631,-5.860799,245.4407700225711,50,50.0,3309.752661223934
43.360559,-5.861169,246.711752361618,50,50.0,3310.3734912447153
43.360509,-5.861534,248.2078223275021,50,50.0,3310.9755871167004
43.360465,-5.861938,249.9308119295165,50,50.0,3311.6378299428347
43.360408,-5.862371,251.3657840900123,50,50.0,3312.3511669299814
43.360347,-5.862671,251.7077306862921,50,50.0,3312.8560767899703
43.360263,-5.863003,252.0407258700579,50,50.0,3313.4257772634296
43.360186,-5.863372,253.0958670694381,50,50.0,3314.0480072056885
43.360054990901645,-5.863683866142119,255.21748754289,0,25.0,3397.381340539022
43.359913,-5.864068,256.1407227693126,50,25.0,3480.7146738723554
43.359845,-5.864514,257.8316951692104,50,50.0,3481.4533777685483
43.359729,-5.86479,258.1635366864502,50,50.0,3481.9697750020564
43.359598,-5.865143,260.3066204730421,50,50.0,3482.611855370426
43.359477,-5.865541,262.1100420411676,50,50.0,3483.3108963488157
43.359358,-5.865933,263.216440172866,50,50.0,3483.999249961184
43.359233,-5.866344,264.0570095293224,50,50.0,3484.7211671809246
43.359134,-5.866682,265.2617317400873,50,50.0,3485.3116660697515
43.359055,-5.867041,266.3772727837786,50,50.0,3485.919603337547
43.358918,-5.867503,267.7990322643891,50,50.0,3486.728135643004
43.358815,-5.867846,269.0085004521534,50,50.0,3487.329493900624
43.358692,-5.86825,271.6134283570573,20,35.0,3537.329493900624
43.358563518820745,-5.8685384936047225,275.562148462981,0,10.0,3570.6628272339576
43.358404,-5.869024,277.38280101493,50,25.0,3653.996160567291
43.358301,-5.86938,279.2574544213712,50,50.0,3654.617065932337
43.35819,-5.869759,281.5170174054801,50,50.0,3655.2791948070835
43.358091,-5.870037,283.0281986324117,50,50.0,3655.7807362032254
43.357952,-5.870516,284.851989582181,50,50.0,3656.6165104046913
43.357638,-5.870823,286.6088291537017,50,50.0,3657.473566829947
43.35742470882092,-5.870697714835655,289.5797064192593,0,25.0,3740.8069001632803
43.357216,-5.871023,290.51973410137,30,15.0,3790.8069001632803
43.357108,-5.871406,292.1677432060242,50,40.0,3824.1402334966137
43.356988,-5.871783,293.3875760603696,50,50.0,3824.8071063075404
43.356894,-5.872158,293.4625620804727,50,50.0,3825.4499873949976
43.356781,-5.872517,293.9544434165582,50,50.0,3826.083898447275
43.356655,-5.872905,295.3746554898098,50,50.0,3826.7724708993874
43.35651,-5.873291,297.9574065124616,30,40.0,3860.105804232721
43.356411,-5.873578,298.0756639586762,30,30.0,3860.9636478618017
43.356151,-5.873534,301.2208559606224,30,30.0,3861.9338252312195
43.355914,-5.873396,304.0165612027049,30,30.0,3862.88745053335
43.355661,-5.873228,307.1184452353045,30,30.0,3863.9285849286657
43.35539,-5.873043,310.6999647244811,30,30.0,3865.0498077983407
43.355092,-5.872873,314.7629085453227,30,30.0,3866.2451965364976
43.354882,-5.872735,317.1305463509634,30,30.0,3867.1076838054337
43.354682,-5.872592,319.167400139384,30,30.0,3867.9430972242067
